establishment_id,establishment_name,certificate_name,expiry_date
231,WELL CARE POLYCLINIC,Occupancy Certificate,
231,WELL CARE POLYCLINIC,Fire Safety Certificate,
231,WELL CARE POLYCLINIC,PCB Certificate,
233,MADNI DENTAL CLINIC,Front View Photograph,
233,MADNI DENTAL CLINIC,Occupancy Certificate,
233,MADNI DENTAL CLINIC,PCB Certificate,
233,MADNI DENTAL CLINIC,Fire Safety Certificate,
233,MADNI DENTAL CLINIC,Floor Plans,
232,GULBARGA HEART FOUNDATION AND RESEARCH CENTRE HOSPITAL,Floor Plans,
232,GULBARGA HEART FOUNDATION AND RESEARCH CENTRE HOSPITAL,Front View Photograph,
232,GULBARGA HEART FOUNDATION AND RESEARCH CENTRE HOSPITAL,Occupancy Certificate,
232,GULBARGA HEART FOUNDATION AND RESEARCH CENTRE HOSPITAL,PCB Certificate,
232,GULBARGA HEART FOUNDATION AND RESEARCH CENTRE HOSPITAL,Fire Safety Certificate,
234,Shivam Ayurvedic Clinic,Floor Plans,
234,Shivam Ayurvedic Clinic,Front View Photograph,
234,Shivam Ayurvedic Clinic,Occupancy Certificate,
234,Shivam Ayurvedic Clinic,Fire Safety Certificate,
234,Shivam Ayurvedic Clinic,PCB Certificate,
235,Taahaa Clinic,Floor Plans,
235,Taahaa Clinic,Front View Photograph,
235,Taahaa Clinic,Occupancy Certificate,
235,Taahaa Clinic,Fire Safety Certificate,11/06/2025
235,Taahaa Clinic,PCB Certificate,10/07/2025
236,Maitreya Physiotherapy Centre,Floor Plans,
236,Maitreya Physiotherapy Centre,Front View Photograph,
236,Maitreya Physiotherapy Centre,Occupancy Certificate,
236,Maitreya Physiotherapy Centre,Fire Safety Certificate,
236,Maitreya Physiotherapy Centre,PCB Certificate,
238,M/s. Denta Scan Dental Diagnostic Centre,Floor Plans,
238,M/s. Denta Scan Dental Diagnostic Centre,Front View Photograph,
238,M/s. Denta Scan Dental Diagnostic Centre,Occupancy Certificate,
238,M/s. Denta Scan Dental Diagnostic Centre,Fire Safety Certificate,12/07/2026
238,M/s. Denta Scan Dental Diagnostic Centre,PCB Certificate,12/07/2026
237,SINDUR HOSPITAL,Floor Plans,
237,SINDUR HOSPITAL,Front View Photograph,
237,SINDUR HOSPITAL,Occupancy Certificate,
237,SINDUR HOSPITAL,PCB Certificate,
237,SINDUR HOSPITAL,Fire Safety Certificate,
239,TRUST IN HOSPITAL NMPC HEALTHCARE PVT.LTD.,Floor Plans,
239,TRUST IN HOSPITAL NMPC HEALTHCARE PVT.LTD.,Front View Photograph,
239,TRUST IN HOSPITAL NMPC HEALTHCARE PVT.LTD.,Occupancy Certificate,
239,TRUST IN HOSPITAL NMPC HEALTHCARE PVT.LTD.,Fire Safety Certificate,
239,TRUST IN HOSPITAL NMPC HEALTHCARE PVT.LTD.,PCB Certificate,
240,SANJEEVINI CLINIC,Fire Safety Certificate,
240,SANJEEVINI CLINIC,Occupancy Certificate,
240,SANJEEVINI CLINIC,Front View Photograph,
240,SANJEEVINI CLINIC,PCB Certificate,
240,SANJEEVINI CLINIC,Floor Plans,
241,SANJEEVINI CLINIC,Front View Photograph,
241,SANJEEVINI CLINIC,Floor Plans,
241,SANJEEVINI CLINIC,Fire Safety Certificate,31/12/2030
241,SANJEEVINI CLINIC,PCB Certificate,31/12/2030
241,SANJEEVINI CLINIC,Occupancy Certificate,
242,Nandeeshwara Clinic,PCB Certificate,12/03/2037
242,Nandeeshwara Clinic,Floor Plans,
242,Nandeeshwara Clinic,Front View Photograph,
242,Nandeeshwara Clinic,Occupancy Certificate,
242,Nandeeshwara Clinic,Fire Safety Certificate,25/07/2025
243,Shree Krishna Homoeopathic Clinic,Floor Plans,
243,Shree Krishna Homoeopathic Clinic,Front View Photograph,
243,Shree Krishna Homoeopathic Clinic,Occupancy Certificate,
243,Shree Krishna Homoeopathic Clinic,Fire Safety Certificate,
243,Shree Krishna Homoeopathic Clinic,PCB Certificate,
244,SRI PAMPAPATI AYURVEDA CLINIC,Floor Plans,
244,SRI PAMPAPATI AYURVEDA CLINIC,Front View Photograph,
244,SRI PAMPAPATI AYURVEDA CLINIC,Fire Safety Certificate,
244,SRI PAMPAPATI AYURVEDA CLINIC,PCB Certificate,
244,SRI PAMPAPATI AYURVEDA CLINIC,Occupancy Certificate,
245,SHA DAMJI JADAVJI CHHEDA MEMORIAL RASHTROTTHANA BLOOD CENTRE,Floor Plans,
245,SHA DAMJI JADAVJI CHHEDA MEMORIAL RASHTROTTHANA BLOOD CENTRE,Front View Photograph,
245,SHA DAMJI JADAVJI CHHEDA MEMORIAL RASHTROTTHANA BLOOD CENTRE,Occupancy Certificate,
245,SHA DAMJI JADAVJI CHHEDA MEMORIAL RASHTROTTHANA BLOOD CENTRE,Fire Safety Certificate,
245,SHA DAMJI JADAVJI CHHEDA MEMORIAL RASHTROTTHANA BLOOD CENTRE,PCB Certificate,
246,Sri Renuka Clinic Halageri,Floor Plans,
246,Sri Renuka Clinic Halageri,Front View Photograph,
246,Sri Renuka Clinic Halageri,Occupancy Certificate,
246,Sri Renuka Clinic Halageri,Fire Safety Certificate,
246,Sri Renuka Clinic Halageri,PCB Certificate,
247,VIJAYA DENTAL CLINIC,Floor Plans,
247,VIJAYA DENTAL CLINIC,Front View Photograph,
247,VIJAYA DENTAL CLINIC,Occupancy Certificate,
247,VIJAYA DENTAL CLINIC,Fire Safety Certificate,
247,VIJAYA DENTAL CLINIC,PCB Certificate,
248,ANKUR CHILD CLINIC,Floor Plans,
248,ANKUR CHILD CLINIC,Front View Photograph,
248,ANKUR CHILD CLINIC,Occupancy Certificate,
248,ANKUR CHILD CLINIC,Fire Safety Certificate,
248,ANKUR CHILD CLINIC,PCB Certificate,
249,RADHA CLINIC,Floor Plans,
249,RADHA CLINIC,Front View Photograph,
249,RADHA CLINIC,Occupancy Certificate,
249,RADHA CLINIC,Fire Safety Certificate,
249,RADHA CLINIC,PCB Certificate,
250,V CARE HEALTH AND EYE CENTRE,Floor Plans,
250,V CARE HEALTH AND EYE CENTRE,Front View Photograph,
250,V CARE HEALTH AND EYE CENTRE,Occupancy Certificate,
250,V CARE HEALTH AND EYE CENTRE,Fire Safety Certificate,
250,V CARE HEALTH AND EYE CENTRE,PCB Certificate,
251,AROGYA CLINIC,Front View Photograph,
251,AROGYA CLINIC,Occupancy Certificate,
251,AROGYA CLINIC,Floor Plans,
251,AROGYA CLINIC,PCB Certificate,30/04/2022
251,AROGYA CLINIC,Fire Safety Certificate,
252,VISHWAGURU CLINIC,Floor Plans,
252,VISHWAGURU CLINIC,Front View Photograph,
252,VISHWAGURU CLINIC,Occupancy Certificate,
252,VISHWAGURU CLINIC,PCB Certificate,
252,VISHWAGURU CLINIC,Fire Safety Certificate,
253,ANAND DIAGNOSTIC CENTER,Front View Photograph,
253,ANAND DIAGNOSTIC CENTER,Floor Plans,
253,ANAND DIAGNOSTIC CENTER,Fire Safety Certificate,
253,ANAND DIAGNOSTIC CENTER,Occupancy Certificate,
253,ANAND DIAGNOSTIC CENTER,PCB Certificate,
254,GIRISHANTHA ORTHO CARE,Floor Plans,
254,GIRISHANTHA ORTHO CARE,PCB Certificate,
254,GIRISHANTHA ORTHO CARE,Fire Safety Certificate,
254,GIRISHANTHA ORTHO CARE,Front View Photograph,
254,GIRISHANTHA ORTHO CARE,Occupancy Certificate,
256,ANJI CLINIC,Floor Plans,
256,ANJI CLINIC,Front View Photograph,
256,ANJI CLINIC,Occupancy Certificate,
256,ANJI CLINIC,Fire Safety Certificate,
256,ANJI CLINIC,PCB Certificate,
257,NARGUND POLYCLINIC,Floor Plans,
257,NARGUND POLYCLINIC,Front View Photograph,
257,NARGUND POLYCLINIC,Occupancy Certificate,
257,NARGUND POLYCLINIC,Fire Safety Certificate,26/04/2022
257,NARGUND POLYCLINIC,PCB Certificate,31/10/2022
258,Sushrutha Clinic,PCB Certificate,
258,Sushrutha Clinic,Floor Plans,
258,Sushrutha Clinic,Occupancy Certificate,
258,Sushrutha Clinic,Front View Photograph,
258,Sushrutha Clinic,Fire Safety Certificate,21/07/2021
259,SAI BALAJI PHYSIOTHERAPY,Floor Plans,
259,SAI BALAJI PHYSIOTHERAPY,Front View Photograph,
259,SAI BALAJI PHYSIOTHERAPY,PCB Certificate,
259,SAI BALAJI PHYSIOTHERAPY,Occupancy Certificate,
259,SAI BALAJI PHYSIOTHERAPY,Fire Safety Certificate,29/10/2021
260,ATHARVA MAULTISPECIALITY AYURVEDIC AND HEALING CENTRE,Floor Plans,
260,ATHARVA MAULTISPECIALITY AYURVEDIC AND HEALING CENTRE,Front View Photograph,
260,ATHARVA MAULTISPECIALITY AYURVEDIC AND HEALING CENTRE,Occupancy Certificate,
260,ATHARVA MAULTISPECIALITY AYURVEDIC AND HEALING CENTRE,PCB Certificate,
260,ATHARVA MAULTISPECIALITY AYURVEDIC AND HEALING CENTRE,Fire Safety Certificate,
261,SHREE SAI MULTISPECIALITY DENTAL CLINIC,Floor Plans,
261,SHREE SAI MULTISPECIALITY DENTAL CLINIC,Front View Photograph,
261,SHREE SAI MULTISPECIALITY DENTAL CLINIC,Occupancy Certificate,
261,SHREE SAI MULTISPECIALITY DENTAL CLINIC,Fire Safety Certificate,
261,SHREE SAI MULTISPECIALITY DENTAL CLINIC,PCB Certificate,
262,DR BEDREKAR HOMOEO CLINIC,Floor Plans,
262,DR BEDREKAR HOMOEO CLINIC,Front View Photograph,
262,DR BEDREKAR HOMOEO CLINIC,Occupancy Certificate,
262,DR BEDREKAR HOMOEO CLINIC,Fire Safety Certificate,
262,DR BEDREKAR HOMOEO CLINIC,PCB Certificate,
263,ATHARV WOMEN CARE AND FERTILITY CENTRE,Floor Plans,
263,ATHARV WOMEN CARE AND FERTILITY CENTRE,Front View Photograph,
263,ATHARV WOMEN CARE AND FERTILITY CENTRE,Occupancy Certificate,
263,ATHARV WOMEN CARE AND FERTILITY CENTRE,Fire Safety Certificate,
263,ATHARV WOMEN CARE AND FERTILITY CENTRE,PCB Certificate,
263,ATHARV WOMEN CARE AND FERTILITY CENTRE,Trade License,
264,SRI LAXMI VENKATESHWARA HOSPITAL,Floor Plans,
264,SRI LAXMI VENKATESHWARA HOSPITAL,Front View Photograph,
264,SRI LAXMI VENKATESHWARA HOSPITAL,Occupancy Certificate,
264,SRI LAXMI VENKATESHWARA HOSPITAL,PCB Certificate,
264,SRI LAXMI VENKATESHWARA HOSPITAL,Fire Safety Certificate,
255,SUSHRUTA MEDICAL AID AND RESEARCH HOSPITAL LIMITED,Front View Photograph,
255,SUSHRUTA MEDICAL AID AND RESEARCH HOSPITAL LIMITED,Fire Safety Certificate,
255,SUSHRUTA MEDICAL AID AND RESEARCH HOSPITAL LIMITED,PCB Certificate,
255,SUSHRUTA MEDICAL AID AND RESEARCH HOSPITAL LIMITED,Floor Plans,
255,SUSHRUTA MEDICAL AID AND RESEARCH HOSPITAL LIMITED,Occupancy Certificate,
265,GURU CLINIC,Floor Plans,
265,GURU CLINIC,Front View Photograph,
265,GURU CLINIC,Occupancy Certificate,
265,GURU CLINIC,Fire Safety Certificate,
265,GURU CLINIC,PCB Certificate,
266,Sveta Clinic,Occupancy Certificate,
266,Sveta Clinic,PCB Certificate,
266,Sveta Clinic,Fire Safety Certificate,
266,Sveta Clinic,Floor Plans,
266,Sveta Clinic,Front View Photograph,
267,DRISHTI EYE HOSPITAL,Floor Plans,
267,DRISHTI EYE HOSPITAL,Front View Photograph,
267,DRISHTI EYE HOSPITAL,Fire Safety Certificate,31/12/2021
267,DRISHTI EYE HOSPITAL,PCB Certificate,31/12/2050
267,DRISHTI EYE HOSPITAL,Occupancy Certificate,
268,CHILDRENS CLINIC,Floor Plans,
268,CHILDRENS CLINIC,Front View Photograph,
268,CHILDRENS CLINIC,Occupancy Certificate,
268,CHILDRENS CLINIC,Fire Safety Certificate,
268,CHILDRENS CLINIC,PCB Certificate,
270,BENGALURU GENOMICS CENTER PVT LTD,Occupancy Certificate,
270,BENGALURU GENOMICS CENTER PVT LTD,Fire Safety Certificate,
270,BENGALURU GENOMICS CENTER PVT LTD,PCB Certificate,
270,BENGALURU GENOMICS CENTER PVT LTD,Floor Plans,
270,BENGALURU GENOMICS CENTER PVT LTD,Front View Photograph,
269,suresh hospital and maternity home,Floor Plans,
269,suresh hospital and maternity home,Front View Photograph,
269,suresh hospital and maternity home,Fire Safety Certificate,
269,suresh hospital and maternity home,PCB Certificate,
269,suresh hospital and maternity home,Occupancy Certificate,
271,NAGARATHNA DENTAL CLINIC,Floor Plans,
271,NAGARATHNA DENTAL CLINIC,Front View Photograph,
271,NAGARATHNA DENTAL CLINIC,Occupancy Certificate,
271,NAGARATHNA DENTAL CLINIC,Fire Safety Certificate,28/09/2022
271,NAGARATHNA DENTAL CLINIC,PCB Certificate,21/01/2023
272,SHAFFI HERBAL & HIJAMA CLINIC,Floor Plans,
272,SHAFFI HERBAL & HIJAMA CLINIC,Front View Photograph,
272,SHAFFI HERBAL & HIJAMA CLINIC,Occupancy Certificate,
272,SHAFFI HERBAL & HIJAMA CLINIC,Fire Safety Certificate,
272,SHAFFI HERBAL & HIJAMA CLINIC,PCB Certificate,
273,Divine Women and Child Speciality Clinic,Front View Photograph,
273,Divine Women and Child Speciality Clinic,Floor Plans,
273,Divine Women and Child Speciality Clinic,Occupancy Certificate,
273,Divine Women and Child Speciality Clinic,Fire Safety Certificate,
273,Divine Women and Child Speciality Clinic,PCB Certificate,
275,SUSHODHA AYURVEDA HEALTH CARE CENTER,Floor Plans,
275,SUSHODHA AYURVEDA HEALTH CARE CENTER,Front View Photograph,
275,SUSHODHA AYURVEDA HEALTH CARE CENTER,Occupancy Certificate,
275,SUSHODHA AYURVEDA HEALTH CARE CENTER,PCB Certificate,01/03/2040
275,SUSHODHA AYURVEDA HEALTH CARE CENTER,Fire Safety Certificate,
274,M/s. Sri Deepa Hospital.,Floor Plans,
274,M/s. Sri Deepa Hospital.,Front View Photograph,
274,M/s. Sri Deepa Hospital.,Occupancy Certificate,
274,M/s. Sri Deepa Hospital.,PCB Certificate,
274,M/s. Sri Deepa Hospital.,Fire Safety Certificate,
276,Nitte Deemed to be University Satellite Centre,Front View Photograph,
276,Nitte Deemed to be University Satellite Centre,PCB Certificate,
276,Nitte Deemed to be University Satellite Centre,Occupancy Certificate,
276,Nitte Deemed to be University Satellite Centre,Fire Safety Certificate,
276,Nitte Deemed to be University Satellite Centre,Floor Plans,
277,GENEMATRIX MOLECULAR DIAGNOSTICS AND RESEARCH,PCB Certificate,
277,GENEMATRIX MOLECULAR DIAGNOSTICS AND RESEARCH,Occupancy Certificate,
277,GENEMATRIX MOLECULAR DIAGNOSTICS AND RESEARCH,Floor Plans,
277,GENEMATRIX MOLECULAR DIAGNOSTICS AND RESEARCH,Front View Photograph,
277,GENEMATRIX MOLECULAR DIAGNOSTICS AND RESEARCH,Fire Safety Certificate,
279,ARAVINDs AYURVEDA WELLNESS CENTRE,Front View Photograph,
279,ARAVINDs AYURVEDA WELLNESS CENTRE,Occupancy Certificate,
279,ARAVINDs AYURVEDA WELLNESS CENTRE,Fire Safety Certificate,31/03/2021
279,ARAVINDs AYURVEDA WELLNESS CENTRE,PCB Certificate,31/03/2021
279,ARAVINDs AYURVEDA WELLNESS CENTRE,Floor Plans,
278,Naveen Hospital,Floor Plans,
278,Naveen Hospital,PCB Certificate,
278,Naveen Hospital,Front View Photograph,
278,Naveen Hospital,Fire Safety Certificate,
278,Naveen Hospital,Occupancy Certificate,
281,HEALTHIANS DIAGNOSTICS LABS. EXPEDIENT HEALTHCARE MARKETING PVT LTD DBA HEALTHIANS.,Floor Plans,
281,HEALTHIANS DIAGNOSTICS LABS. EXPEDIENT HEALTHCARE MARKETING PVT LTD DBA HEALTHIANS.,Front View Photograph,
281,HEALTHIANS DIAGNOSTICS LABS. EXPEDIENT HEALTHCARE MARKETING PVT LTD DBA HEALTHIANS.,Occupancy Certificate,
281,HEALTHIANS DIAGNOSTICS LABS. EXPEDIENT HEALTHCARE MARKETING PVT LTD DBA HEALTHIANS.,Fire Safety Certificate,
281,HEALTHIANS DIAGNOSTICS LABS. EXPEDIENT HEALTHCARE MARKETING PVT LTD DBA HEALTHIANS.,PCB Certificate,
281,HEALTHIANS DIAGNOSTICS LABS. EXPEDIENT HEALTHCARE MARKETING PVT LTD DBA HEALTHIANS.,Trade License,
282,LIFE LINE HOMOEOPATHY,Floor Plans,
282,LIFE LINE HOMOEOPATHY,Front View Photograph,
282,LIFE LINE HOMOEOPATHY,Occupancy Certificate,
282,LIFE LINE HOMOEOPATHY,Fire Safety Certificate,
282,LIFE LINE HOMOEOPATHY,PCB Certificate,
283,KARIGARS CARDIO DIABETES CLINIC,Floor Plans,
283,KARIGARS CARDIO DIABETES CLINIC,Front View Photograph,
283,KARIGARS CARDIO DIABETES CLINIC,Occupancy Certificate,
283,KARIGARS CARDIO DIABETES CLINIC,Fire Safety Certificate,
283,KARIGARS CARDIO DIABETES CLINIC,PCB Certificate,
284,Tejaswini Clinic,Floor Plans,
284,Tejaswini Clinic,Front View Photograph,
284,Tejaswini Clinic,Occupancy Certificate,
284,Tejaswini Clinic,Fire Safety Certificate,
284,Tejaswini Clinic,PCB Certificate,
285,D R M HOSPITAL,Floor Plans,
285,D R M HOSPITAL,Front View Photograph,
285,D R M HOSPITAL,Fire Safety Certificate,31/12/2025
285,D R M HOSPITAL,PCB Certificate,31/12/2025
285,D R M HOSPITAL,Occupancy Certificate,
286,OM SAI RAM NEELKAMAL DENTAL CLINIC,Floor Plans,
286,OM SAI RAM NEELKAMAL DENTAL CLINIC,Front View Photograph,
286,OM SAI RAM NEELKAMAL DENTAL CLINIC,Occupancy Certificate,
286,OM SAI RAM NEELKAMAL DENTAL CLINIC,Fire Safety Certificate,
286,OM SAI RAM NEELKAMAL DENTAL CLINIC,PCB Certificate,
287,Padmashree Clinic,Floor Plans,
287,Padmashree Clinic,PCB Certificate,13/01/2026
287,Padmashree Clinic,Fire Safety Certificate,13/01/2026
287,Padmashree Clinic,Occupancy Certificate,
287,Padmashree Clinic,Front View Photograph,
288,THE EYE CLINIC,Floor Plans,
288,THE EYE CLINIC,Front View Photograph,
288,THE EYE CLINIC,Occupancy Certificate,
288,THE EYE CLINIC,Fire Safety Certificate,17/07/2025
288,THE EYE CLINIC,PCB Certificate,13/03/2025
289,WELL CARE POLYCLINIC,Floor Plans,
289,WELL CARE POLYCLINIC,Front View Photograph,
289,WELL CARE POLYCLINIC,Occupancy Certificate,
289,WELL CARE POLYCLINIC,Fire Safety Certificate,
289,WELL CARE POLYCLINIC,PCB Certificate,
290,SAI BALAJI SPECIALITY CENTRE,Floor Plans,
290,SAI BALAJI SPECIALITY CENTRE,Front View Photograph,
290,SAI BALAJI SPECIALITY CENTRE,Occupancy Certificate,
290,SAI BALAJI SPECIALITY CENTRE,Fire Safety Certificate,26/01/2022
290,SAI BALAJI SPECIALITY CENTRE,PCB Certificate,
291,SANJEEVINI CLINIC,Floor Plans,
291,SANJEEVINI CLINIC,Front View Photograph,
291,SANJEEVINI CLINIC,Occupancy Certificate,
291,SANJEEVINI CLINIC,Fire Safety Certificate,
291,SANJEEVINI CLINIC,PCB Certificate,
292,Taahaa Clinic,Floor Plans,
292,Taahaa Clinic,Front View Photograph,
292,Taahaa Clinic,Occupancy Certificate,
292,Taahaa Clinic,Fire Safety Certificate,11/06/2025
292,Taahaa Clinic,PCB Certificate,10/07/2025
293,Mangala Clinic,Floor Plans,
293,Mangala Clinic,Front View Photograph,
293,Mangala Clinic,Occupancy Certificate,
293,Mangala Clinic,Fire Safety Certificate,
293,Mangala Clinic,PCB Certificate,
294,LAKSHMI CHILD CLINIC,Floor Plans,
294,LAKSHMI CHILD CLINIC,Fire Safety Certificate,29/06/2021
294,LAKSHMI CHILD CLINIC,PCB Certificate,
294,LAKSHMI CHILD CLINIC,Front View Photograph,
294,LAKSHMI CHILD CLINIC,Occupancy Certificate,
295,TRUST IN HOSPITAL NMPC HEALTHCARE PVT.LTD.,Floor Plans,
295,TRUST IN HOSPITAL NMPC HEALTHCARE PVT.LTD.,Front View Photograph,
295,TRUST IN HOSPITAL NMPC HEALTHCARE PVT.LTD.,Occupancy Certificate,
295,TRUST IN HOSPITAL NMPC HEALTHCARE PVT.LTD.,Fire Safety Certificate,
295,TRUST IN HOSPITAL NMPC HEALTHCARE PVT.LTD.,PCB Certificate,
296,TANMAYI LABORATORY,Floor Plans,
296,TANMAYI LABORATORY,Front View Photograph,
296,TANMAYI LABORATORY,Occupancy Certificate,
296,TANMAYI LABORATORY,PCB Certificate,
296,TANMAYI LABORATORY,Fire Safety Certificate,
297,ADITI CLINICAL LABORATORY,Floor Plans,
297,ADITI CLINICAL LABORATORY,Front View Photograph,
297,ADITI CLINICAL LABORATORY,Occupancy Certificate,
297,ADITI CLINICAL LABORATORY,Fire Safety Certificate,31/12/2025
297,ADITI CLINICAL LABORATORY,PCB Certificate,31/12/2025
298,Shree Krishna Homoeopathic Clinic,Floor Plans,
298,Shree Krishna Homoeopathic Clinic,Front View Photograph,
298,Shree Krishna Homoeopathic Clinic,Occupancy Certificate,
298,Shree Krishna Homoeopathic Clinic,Fire Safety Certificate,
298,Shree Krishna Homoeopathic Clinic,PCB Certificate,
299,Hi Tech Diagnostics,Floor Plans,
299,Hi Tech Diagnostics,Front View Photograph,
299,Hi Tech Diagnostics,Fire Safety Certificate,
299,Hi Tech Diagnostics,PCB Certificate,
299,Hi Tech Diagnostics,Occupancy Certificate,
300,SURAKSHA SPECIALITY DENTAL CARE,Floor Plans,
300,SURAKSHA SPECIALITY DENTAL CARE,Front View Photograph,
300,SURAKSHA SPECIALITY DENTAL CARE,Occupancy Certificate,
300,SURAKSHA SPECIALITY DENTAL CARE,Fire Safety Certificate,
300,SURAKSHA SPECIALITY DENTAL CARE,PCB Certificate,
301,VIJAYA DENTAL CLINIC,Floor Plans,
301,VIJAYA DENTAL CLINIC,Front View Photograph,
301,VIJAYA DENTAL CLINIC,Occupancy Certificate,
301,VIJAYA DENTAL CLINIC,Fire Safety Certificate,
301,VIJAYA DENTAL CLINIC,PCB Certificate,
302,MANISHA HEALTH CARE CLINIC,Front View Photograph,
302,MANISHA HEALTH CARE CLINIC,Occupancy Certificate,
302,MANISHA HEALTH CARE CLINIC,PCB Certificate,
302,MANISHA HEALTH CARE CLINIC,Floor Plans,
302,MANISHA HEALTH CARE CLINIC,Fire Safety Certificate,
303,GIRISH CHILDREN CLINIC/ VOLGA DENTAL CLINIC,Floor Plans,
303,GIRISH CHILDREN CLINIC/ VOLGA DENTAL CLINIC,Front View Photograph,
303,GIRISH CHILDREN CLINIC/ VOLGA DENTAL CLINIC,Occupancy Certificate,
303,GIRISH CHILDREN CLINIC/ VOLGA DENTAL CLINIC,Fire Safety Certificate,
303,GIRISH CHILDREN CLINIC/ VOLGA DENTAL CLINIC,PCB Certificate,
304,AROGYA CLINIC,Front View Photograph,
304,AROGYA CLINIC,Occupancy Certificate,
304,AROGYA CLINIC,Floor Plans,
304,AROGYA CLINIC,PCB Certificate,30/04/2022
304,AROGYA CLINIC,Fire Safety Certificate,
305,AMAN CLINICAL LABORATORY,Floor Plans,
305,AMAN CLINICAL LABORATORY,Front View Photograph,
305,AMAN CLINICAL LABORATORY,Occupancy Certificate,
305,AMAN CLINICAL LABORATORY,Fire Safety Certificate,
305,AMAN CLINICAL LABORATORY,PCB Certificate,
306,MRITYUNJAYA CLINIC ATHANI,Floor Plans,
306,MRITYUNJAYA CLINIC ATHANI,Front View Photograph,
306,MRITYUNJAYA CLINIC ATHANI,Occupancy Certificate,
306,MRITYUNJAYA CLINIC ATHANI,Fire Safety Certificate,
306,MRITYUNJAYA CLINIC ATHANI,PCB Certificate,
308,NISARGA CARE AND CURE MULTISPECIALITY HOSPITAL,Floor Plans,
308,NISARGA CARE AND CURE MULTISPECIALITY HOSPITAL,Front View Photograph,
308,NISARGA CARE AND CURE MULTISPECIALITY HOSPITAL,Occupancy Certificate,
308,NISARGA CARE AND CURE MULTISPECIALITY HOSPITAL,Fire Safety Certificate,
308,NISARGA CARE AND CURE MULTISPECIALITY HOSPITAL,PCB Certificate,
309,SUJATHA CLINIC,Floor Plans,
309,SUJATHA CLINIC,Front View Photograph,
309,SUJATHA CLINIC,Occupancy Certificate,
309,SUJATHA CLINIC,Fire Safety Certificate,31/03/2022
309,SUJATHA CLINIC,PCB Certificate,31/03/2022
310,M/S Saikrupa Diabetes Care Centre,Floor Plans,
310,M/S Saikrupa Diabetes Care Centre,Front View Photograph,
310,M/S Saikrupa Diabetes Care Centre,Occupancy Certificate,
310,M/S Saikrupa Diabetes Care Centre,Fire Safety Certificate,
310,M/S Saikrupa Diabetes Care Centre,PCB Certificate,
311,ASHWATTHA MULTISPECIALITY HOSPITAL,Floor Plans,
311,ASHWATTHA MULTISPECIALITY HOSPITAL,Front View Photograph,
311,ASHWATTHA MULTISPECIALITY HOSPITAL,Occupancy Certificate,
311,ASHWATTHA MULTISPECIALITY HOSPITAL,PCB Certificate,
311,ASHWATTHA MULTISPECIALITY HOSPITAL,Fire Safety Certificate,
312,MANIPAL CLINIC,Floor Plans,
312,MANIPAL CLINIC,Front View Photograph,
312,MANIPAL CLINIC,Occupancy Certificate,
312,MANIPAL CLINIC,Fire Safety Certificate,
312,MANIPAL CLINIC,PCB Certificate,
313,JAI AMBE GENERAL HOSPITAL,Floor Plans,
313,JAI AMBE GENERAL HOSPITAL,Front View Photograph,
313,JAI AMBE GENERAL HOSPITAL,Occupancy Certificate,
313,JAI AMBE GENERAL HOSPITAL,Fire Safety Certificate,
313,JAI AMBE GENERAL HOSPITAL,PCB Certificate,
314,BELLARY FETAL MEDICINE CENTRE,Floor Plans,
314,BELLARY FETAL MEDICINE CENTRE,Front View Photograph,
314,BELLARY FETAL MEDICINE CENTRE,Occupancy Certificate,
314,BELLARY FETAL MEDICINE CENTRE,Fire Safety Certificate,
314,BELLARY FETAL MEDICINE CENTRE,PCB Certificate,
315,Tara Clinic,Floor Plans,
315,Tara Clinic,Front View Photograph,
315,Tara Clinic,Occupancy Certificate,
315,Tara Clinic,Fire Safety Certificate,
315,Tara Clinic,PCB Certificate,
316,ABHI DIAGNOSTIC LAB,Floor Plans,
316,ABHI DIAGNOSTIC LAB,Front View Photograph,
316,ABHI DIAGNOSTIC LAB,Occupancy Certificate,
316,ABHI DIAGNOSTIC LAB,Fire Safety Certificate,27/01/2022
316,ABHI DIAGNOSTIC LAB,PCB Certificate,
307,SUSHRUTA MEDICAL AID AND RESEARCH HOSPITAL LIMITED,Front View Photograph,
307,SUSHRUTA MEDICAL AID AND RESEARCH HOSPITAL LIMITED,Fire Safety Certificate,
307,SUSHRUTA MEDICAL AID AND RESEARCH HOSPITAL LIMITED,PCB Certificate,
307,SUSHRUTA MEDICAL AID AND RESEARCH HOSPITAL LIMITED,Floor Plans,
307,SUSHRUTA MEDICAL AID AND RESEARCH HOSPITAL LIMITED,Occupancy Certificate,
317,GAGAN LAB,Front View Photograph,
317,GAGAN LAB,Floor Plans,
317,GAGAN LAB,Fire Safety Certificate,
317,GAGAN LAB,PCB Certificate,
317,GAGAN LAB,Occupancy Certificate,
318,TIRUMALA ORTHOPAEDIC & SURGICAL SPECIALITY CENTER NEWBORN & KIDS CARE CENTER,Floor Plans,
318,TIRUMALA ORTHOPAEDIC & SURGICAL SPECIALITY CENTER NEWBORN & KIDS CARE CENTER,Front View Photograph,
318,TIRUMALA ORTHOPAEDIC & SURGICAL SPECIALITY CENTER NEWBORN & KIDS CARE CENTER,Fire Safety Certificate,
318,TIRUMALA ORTHOPAEDIC & SURGICAL SPECIALITY CENTER NEWBORN & KIDS CARE CENTER,PCB Certificate,
